Subject,Condition,RC,CE,pType,probeACC
6,3,RC,CE,0,1
6,2,NonRC,NonCE,7,1
6,3,RC,CE,0,1
6,4,NonRC,CE,6,1
6,1,RC,NonCE,2,0
6,1,RC,NonCE,4,1
6,1,RC,NonCE,5,1
6,4,NonRC,CE,6,1
6,1,RC,NonCE,1,1
6,2,NonRC,NonCE,4,1
6,1,RC,NonCE,2,1
6,3,RC,CE,0,1
6,1,RC,NonCE,8,1
6,1,RC,NonCE,5,0
6,4,NonRC,CE,5,1
6,2,NonRC,NonCE,2,1
6,3,RC,CE,4,1
6,4,NonRC,CE,0,0
6,1,RC,NonCE,0,1
6,1,RC,NonCE,8,1
6,2,NonRC,NonCE,1,1
6,2,NonRC,NonCE,3,1
6,4,NonRC,CE,1,1
6,3,RC,CE,1,0
6,2,NonRC,NonCE,5,1
6,4,NonRC,CE,4,1
6,2,NonRC,NonCE,6,1
6,3,RC,CE,1,1
6,3,RC,CE,3,0
6,4,NonRC,CE,1,0
6,4,NonRC,CE,2,1
6,1,RC,NonCE,7,1
6,1,RC,NonCE,1,1
6,3,RC,CE,6,1
6,2,NonRC,NonCE,0,1
6,2,NonRC,NonCE,4,1
6,1,RC,NonCE,7,1
6,4,NonRC,CE,4,1
6,1,RC,NonCE,8,0
6,3,RC,CE,8,1
6,3,RC,CE,1,1
6,2,NonRC,NonCE,2,1
6,2,NonRC,NonCE,5,0
6,2,NonRC,NonCE,0,1
6,2,NonRC,NonCE,8,1
6,3,RC,CE,3,0
6,3,RC,CE,2,1
6,3,RC,CE,6,1
6,3,RC,CE,0,1
6,3,RC,CE,0,1
6,1,RC,NonCE,1,1
6,1,RC,NonCE,2,1
6,3,RC,CE,7,1
6,2,NonRC,NonCE,3,1
6,4,NonRC,CE,0,1
6,3,RC,CE,0,1
6,2,NonRC,NonCE,7,1
6,1,RC,NonCE,0,1
6,1,RC,NonCE,2,1
6,1,RC,NonCE,8,1
6,1,RC,NonCE,3,1
6,3,RC,CE,7,1
6,4,NonRC,CE,5,1
6,4,NonRC,CE,8,1
6,3,RC,CE,2,1
6,4,NonRC,CE,7,1
6,3,RC,CE,2,1
6,4,NonRC,CE,2,1
6,1,RC,NonCE,2,1
6,3,RC,CE,1,1
6,3,RC,CE,2,1
6,3,RC,CE,5,1
6,3,RC,CE,8,1
6,1,RC,NonCE,6,1
6,3,RC,CE,8,0
6,3,RC,CE,7,1
6,2,NonRC,NonCE,0,1
6,2,NonRC,NonCE,7,1
6,2,NonRC,NonCE,2,1
6,2,NonRC,NonCE,1,1
6,2,NonRC,NonCE,6,1
6,2,NonRC,NonCE,1,1
6,2,NonRC,NonCE,3,1
6,2,NonRC,NonCE,1,1
6,4,NonRC,CE,3,1
6,1,RC,NonCE,0,1
6,4,NonRC,CE,1,1
6,1,RC,NonCE,1,1
6,3,RC,CE,1,1
6,3,RC,CE,5,1
6,4,NonRC,CE,1,1
6,4,NonRC,CE,1,1
6,3,RC,CE,2,1
6,4,NonRC,CE,0,1
6,1,RC,NonCE,3,1
6,2,NonRC,NonCE,8,1
6,4,NonRC,CE,3,1
6,4,NonRC,CE,2,1
6,1,RC,NonCE,4,1
6,4,NonRC,CE,2,1
6,4,NonRC,CE,7,1
6,4,NonRC,CE,1,1
6,2,NonRC,NonCE,1,1
6,2,NonRC,NonCE,6,1
6,4,NonRC,CE,5,1
6,1,RC,NonCE,5,1
6,2,NonRC,NonCE,2,1
6,3,RC,CE,2,1
6,3,RC,CE,4,1
6,2,NonRC,NonCE,5,1
6,3,RC,CE,3,1
6,2,NonRC,NonCE,1,1
6,2,NonRC,NonCE,0,1
6,3,RC,CE,8,1
6,2,NonRC,NonCE,4,1
6,4,NonRC,CE,3,0
6,1,RC,NonCE,5,0
6,4,NonRC,CE,0,1
6,1,RC,NonCE,6,1
6,4,NonRC,CE,8,1
6,4,NonRC,CE,7,1
6,1,RC,NonCE,0,1
6,4,NonRC,CE,6,1
6,3,RC,CE,1,1
6,1,RC,NonCE,7,1
6,2,NonRC,NonCE,0,1
6,1,RC,NonCE,0,0
6,2,NonRC,NonCE,5,1
6,2,NonRC,NonCE,8,0
6,1,RC,NonCE,6,1
6,1,RC,NonCE,0,1
7,3,RC,CE,5,1
7,1,RC,NonCE,0,1
7,1,RC,NonCE,2,1
7,3,RC,CE,6,1
7,4,NonRC,CE,0,1
7,4,NonRC,CE,8,1
7,2,NonRC,NonCE,1,1
7,4,NonRC,CE,0,1
7,3,RC,CE,1,0
7,2,NonRC,NonCE,2,1
7,4,NonRC,CE,5,1
7,4,NonRC,CE,1,1
7,2,NonRC,NonCE,8,1
7,2,NonRC,NonCE,0,1
7,1,RC,NonCE,1,1
7,3,RC,CE,4,1
7,1,RC,NonCE,3,1
7,3,RC,CE,5,1
7,1,RC,NonCE,4,1
7,1,RC,NonCE,1,1
7,4,NonRC,CE,2,1
7,4,NonRC,CE,2,1
7,4,NonRC,CE,0,1
7,4,NonRC,CE,8,1
7,4,NonRC,CE,4,1
7,2,NonRC,NonCE,2,1
7,2,NonRC,NonCE,0,1
7,3,RC,CE,0,1
7,1,RC,NonCE,1,1
7,3,RC,CE,0,1
7,2,NonRC,NonCE,7,1
7,3,RC,CE,0,1
7,4,NonRC,CE,6,0
7,1,RC,NonCE,2,1
7,1,RC,NonCE,4,1
7,1,RC,NonCE,5,1
7,4,NonRC,CE,6,1
7,1,RC,NonCE,1,1
7,2,NonRC,NonCE,4,1
7,1,RC,NonCE,2,1
7,3,RC,CE,0,1
7,1,RC,NonCE,8,1
7,1,RC,NonCE,5,1
7,4,NonRC,CE,5,0
7,2,NonRC,NonCE,2,1
7,3,RC,CE,4,1
7,4,NonRC,CE,0,1
7,1,RC,NonCE,0,0
7,1,RC,NonCE,8,1
7,2,NonRC,NonCE,1,1
7,2,NonRC,NonCE,3,1
7,4,NonRC,CE,1,1
7,3,RC,CE,1,1
7,2,NonRC,NonCE,5,1
7,4,NonRC,CE,4,1
7,2,NonRC,NonCE,6,0
7,3,RC,CE,1,1
7,3,RC,CE,3,0
7,4,NonRC,CE,1,1
7,4,NonRC,CE,2,1
7,1,RC,NonCE,7,1
7,1,RC,NonCE,1,1
7,3,RC,CE,6,1
7,2,NonRC,NonCE,0,1
7,2,NonRC,NonCE,4,1
7,1,RC,NonCE,7,1
7,4,NonRC,CE,4,1
7,1,RC,NonCE,8,1
7,3,RC,CE,8,1
7,3,RC,CE,1,1
7,2,NonRC,NonCE,2,1
7,2,NonRC,NonCE,5,1
7,2,NonRC,NonCE,0,1
7,2,NonRC,NonCE,8,1
7,3,RC,CE,3,1
7,3,RC,CE,2,1
7,3,RC,CE,6,1
7,3,RC,CE,0,1
7,3,RC,CE,0,1
7,1,RC,NonCE,1,1
7,1,RC,NonCE,2,1
7,3,RC,CE,7,1
7,2,NonRC,NonCE,3,1
7,4,NonRC,CE,0,1
7,3,RC,CE,0,1
7,2,NonRC,NonCE,7,1
7,1,RC,NonCE,0,1
7,1,RC,NonCE,2,0
7,1,RC,NonCE,8,1
7,1,RC,NonCE,3,1
7,3,RC,CE,7,1
7,4,NonRC,CE,5,1
7,4,NonRC,CE,8,1
7,3,RC,CE,2,1
7,4,NonRC,CE,7,1
7,3,RC,CE,2,0
7,4,NonRC,CE,2,1
7,1,RC,NonCE,2,1
7,3,RC,CE,1,1
7,3,RC,CE,2,1
7,3,RC,CE,5,1
7,3,RC,CE,8,1
7,1,RC,NonCE,6,1
7,3,RC,CE,8,1
7,3,RC,CE,7,1
7,2,NonRC,NonCE,0,1
7,2,NonRC,NonCE,7,1
7,2,NonRC,NonCE,2,1
7,2,NonRC,NonCE,1,1
7,2,NonRC,NonCE,6,1
7,2,NonRC,NonCE,1,1
7,2,NonRC,NonCE,3,1
7,2,NonRC,NonCE,1,1
7,4,NonRC,CE,3,1
7,1,RC,NonCE,0,1
7,4,NonRC,CE,1,1
7,1,RC,NonCE,1,1
7,3,RC,CE,1,1
7,3,RC,CE,5,1
7,4,NonRC,CE,1,1
7,4,NonRC,CE,1,1
7,3,RC,CE,2,1
7,4,NonRC,CE,0,1
7,1,RC,NonCE,3,1
7,2,NonRC,NonCE,8,1
7,4,NonRC,CE,3,1
7,4,NonRC,CE,2,1
7,1,RC,NonCE,4,1
7,4,NonRC,CE,2,1
7,4,NonRC,CE,7,1
7,4,NonRC,CE,1,1
7,2,NonRC,NonCE,1,1
7,2,NonRC,NonCE,6,1
7,4,NonRC,CE,5,1
7,1,RC,NonCE,5,1
7,2,NonRC,NonCE,2,1
7,3,RC,CE,2,1
7,3,RC,CE,4,1
7,2,NonRC,NonCE,5,1
7,3,RC,CE,3,1
7,2,NonRC,NonCE,1,1
7,2,NonRC,NonCE,0,1
7,3,RC,CE,8,1
7,2,NonRC,NonCE,4,1
7,4,NonRC,CE,3,1
7,1,RC,NonCE,5,1
7,4,NonRC,CE,0,1
7,1,RC,NonCE,6,1
7,4,NonRC,CE,8,1
7,4,NonRC,CE,7,1
7,1,RC,NonCE,0,0
7,4,NonRC,CE,6,1
7,3,RC,CE,1,1
7,1,RC,NonCE,7,1
7,2,NonRC,NonCE,0,1
7,1,RC,NonCE,0,1
7,2,NonRC,NonCE,5,0
7,2,NonRC,NonCE,8,1
7,1,RC,NonCE,6,1
7,1,RC,NonCE,0,1
8,3,RC,CE,5,1
8,1,RC,NonCE,0,1
8,1,RC,NonCE,2,1
8,3,RC,CE,6,1
8,4,NonRC,CE,0,1
8,4,NonRC,CE,8,1
8,2,NonRC,NonCE,1,1
8,4,NonRC,CE,0,1
8,3,RC,CE,1,1
8,2,NonRC,NonCE,2,1
8,4,NonRC,CE,5,1
8,4,NonRC,CE,1,1
8,2,NonRC,NonCE,8,1
8,2,NonRC,NonCE,0,1
8,1,RC,NonCE,1,1
8,3,RC,CE,4,1
8,1,RC,NonCE,3,1
8,3,RC,CE,5,1
8,1,RC,NonCE,4,1
8,1,RC,NonCE,1,1
8,4,NonRC,CE,2,1
8,4,NonRC,CE,2,1
8,4,NonRC,CE,0,1
8,4,NonRC,CE,8,1
8,4,NonRC,CE,4,1
8,2,NonRC,NonCE,2,1
8,2,NonRC,NonCE,0,1
8,3,RC,CE,0,1
8,1,RC,NonCE,1,1
8,3,RC,CE,0,1
8,2,NonRC,NonCE,7,1
8,3,RC,CE,0,1
8,4,NonRC,CE,6,1
8,1,RC,NonCE,2,1
8,1,RC,NonCE,4,1
8,1,RC,NonCE,5,1
8,4,NonRC,CE,6,1
8,1,RC,NonCE,1,1
8,2,NonRC,NonCE,4,1
8,1,RC,NonCE,2,1
8,3,RC,CE,0,1
8,1,RC,NonCE,8,1
8,1,RC,NonCE,5,1
8,4,NonRC,CE,5,1
8,2,NonRC,NonCE,2,0
8,3,RC,CE,4,1
8,4,NonRC,CE,0,1
8,1,RC,NonCE,0,1
8,1,RC,NonCE,8,1
8,2,NonRC,NonCE,1,1
8,2,NonRC,NonCE,3,1
8,4,NonRC,CE,1,1
8,3,RC,CE,1,1
8,2,NonRC,NonCE,5,1
8,4,NonRC,CE,4,1
8,2,NonRC,NonCE,6,1
8,3,RC,CE,1,1
8,3,RC,CE,3,1
8,4,NonRC,CE,1,1
8,4,NonRC,CE,2,1
8,1,RC,NonCE,7,1
8,1,RC,NonCE,1,1
8,3,RC,CE,6,1
8,2,NonRC,NonCE,0,1
8,2,NonRC,NonCE,4,1
8,1,RC,NonCE,7,1
8,4,NonRC,CE,4,0
8,1,RC,NonCE,8,0
8,3,RC,CE,8,1
8,3,RC,CE,1,1
8,2,NonRC,NonCE,2,1
8,2,NonRC,NonCE,5,0
8,2,NonRC,NonCE,0,1
8,2,NonRC,NonCE,8,1
8,3,RC,CE,3,1
8,3,RC,CE,2,1
8,3,RC,CE,6,1
8,3,RC,CE,0,1
8,3,RC,CE,0,1
8,1,RC,NonCE,1,1
8,1,RC,NonCE,2,1
8,3,RC,CE,7,1
8,2,NonRC,NonCE,3,1
8,4,NonRC,CE,0,1
8,3,RC,CE,0,1
8,2,NonRC,NonCE,7,1
8,1,RC,NonCE,0,1
8,1,RC,NonCE,2,1
8,1,RC,NonCE,8,1
8,1,RC,NonCE,3,1
8,3,RC,CE,7,1
8,4,NonRC,CE,5,1
8,4,NonRC,CE,8,1
8,3,RC,CE,2,1
8,4,NonRC,CE,7,1
8,3,RC,CE,2,1
8,4,NonRC,CE,2,1
8,1,RC,NonCE,2,1
8,3,RC,CE,1,1
8,3,RC,CE,2,1
8,3,RC,CE,5,1
8,3,RC,CE,8,1
8,1,RC,NonCE,6,1
8,3,RC,CE,8,1
8,3,RC,CE,7,1
8,2,NonRC,NonCE,0,1
8,2,NonRC,NonCE,7,1
8,2,NonRC,NonCE,2,1
8,2,NonRC,NonCE,1,1
8,2,NonRC,NonCE,6,1
8,2,NonRC,NonCE,1,1
8,2,NonRC,NonCE,3,1
8,2,NonRC,NonCE,1,1
8,4,NonRC,CE,3,1
8,1,RC,NonCE,0,1
8,4,NonRC,CE,1,1
8,1,RC,NonCE,1,1
8,3,RC,CE,1,1
8,3,RC,CE,5,1
8,4,NonRC,CE,1,1
8,4,NonRC,CE,1,1
8,3,RC,CE,2,1
8,4,NonRC,CE,0,1
8,1,RC,NonCE,3,1
8,2,NonRC,NonCE,8,1
8,4,NonRC,CE,3,0
8,4,NonRC,CE,2,1
8,1,RC,NonCE,4,1
8,4,NonRC,CE,2,1
8,4,NonRC,CE,7,1
8,4,NonRC,CE,1,1
8,2,NonRC,NonCE,1,1
8,2,NonRC,NonCE,6,1
8,4,NonRC,CE,5,1
8,1,RC,NonCE,5,1
8,2,NonRC,NonCE,2,1
8,3,RC,CE,2,1
8,3,RC,CE,4,1
8,2,NonRC,NonCE,5,1
8,3,RC,CE,3,1
8,2,NonRC,NonCE,1,1
8,2,NonRC,NonCE,0,1
8,3,RC,CE,8,1
8,2,NonRC,NonCE,4,1
8,4,NonRC,CE,3,1
8,1,RC,NonCE,5,1
8,4,NonRC,CE,0,1
8,1,RC,NonCE,6,1
8,4,NonRC,CE,8,1
8,4,NonRC,CE,7,1
8,1,RC,NonCE,0,1
8,4,NonRC,CE,6,1
8,3,RC,CE,1,1
8,1,RC,NonCE,7,1
8,2,NonRC,NonCE,0,1
8,1,RC,NonCE,0,1
8,2,NonRC,NonCE,5,1
8,2,NonRC,NonCE,8,1
8,1,RC,NonCE,6,1
8,1,RC,NonCE,0,1
9,3,RC,CE,5,1
9,1,RC,NonCE,0,1
9,1,RC,NonCE,2,1
9,3,RC,CE,6,1
9,4,NonRC,CE,0,1
9,4,NonRC,CE,8,1
9,2,NonRC,NonCE,1,1
9,4,NonRC,CE,0,1
9,3,RC,CE,1,1
9,2,NonRC,NonCE,2,1
9,4,NonRC,CE,5,1
9,4,NonRC,CE,1,1
9,2,NonRC,NonCE,8,1
9,2,NonRC,NonCE,0,1
9,1,RC,NonCE,1,1
9,3,RC,CE,4,1
9,1,RC,NonCE,3,1
9,3,RC,CE,5,1
9,1,RC,NonCE,4,1
9,1,RC,NonCE,1,1
9,4,NonRC,CE,2,1
9,4,NonRC,CE,2,1
9,4,NonRC,CE,0,1
9,4,NonRC,CE,8,1
9,4,NonRC,CE,4,1
9,2,NonRC,NonCE,2,1
9,2,NonRC,NonCE,0,1
9,3,RC,CE,0,1
9,1,RC,NonCE,1,1
9,3,RC,CE,0,1
9,2,NonRC,NonCE,7,1
9,3,RC,CE,0,1
9,4,NonRC,CE,6,1
9,1,RC,NonCE,2,1
9,1,RC,NonCE,4,0
9,1,RC,NonCE,5,0
9,4,NonRC,CE,6,1
9,1,RC,NonCE,1,1
9,2,NonRC,NonCE,4,1
9,1,RC,NonCE,2,1
9,3,RC,CE,0,1
9,1,RC,NonCE,8,1
9,1,RC,NonCE,5,0
9,4,NonRC,CE,5,1
9,2,NonRC,NonCE,2,1
9,3,RC,CE,4,0
9,4,NonRC,CE,0,1
9,1,RC,NonCE,0,1
9,1,RC,NonCE,8,1
9,2,NonRC,NonCE,1,1
9,2,NonRC,NonCE,3,1
9,4,NonRC,CE,1,1
9,3,RC,CE,1,1
9,2,NonRC,NonCE,5,1
9,4,NonRC,CE,4,1
9,2,NonRC,NonCE,6,1
9,3,RC,CE,1,1
9,3,RC,CE,3,1
9,4,NonRC,CE,1,1
9,4,NonRC,CE,2,1
9,1,RC,NonCE,7,1
9,1,RC,NonCE,1,1
9,3,RC,CE,6,1
9,2,NonRC,NonCE,0,1
9,2,NonRC,NonCE,4,0
9,1,RC,NonCE,7,1
9,4,NonRC,CE,4,1
9,1,RC,NonCE,8,1
9,3,RC,CE,8,1
9,3,RC,CE,1,1
9,2,NonRC,NonCE,2,1
9,2,NonRC,NonCE,5,0
9,2,NonRC,NonCE,0,1
9,2,NonRC,NonCE,8,1
9,3,RC,CE,3,1
9,3,RC,CE,2,1
9,3,RC,CE,6,1
9,3,RC,CE,0,1
9,3,RC,CE,0,1
9,1,RC,NonCE,1,1
9,1,RC,NonCE,2,1
9,3,RC,CE,7,1
9,2,NonRC,NonCE,3,1
9,4,NonRC,CE,0,1
9,3,RC,CE,0,1
9,2,NonRC,NonCE,7,1
9,1,RC,NonCE,0,1
9,1,RC,NonCE,2,1
9,1,RC,NonCE,8,1
9,1,RC,NonCE,3,1
9,3,RC,CE,7,1
9,4,NonRC,CE,5,1
9,4,NonRC,CE,8,1
9,3,RC,CE,2,1
9,4,NonRC,CE,7,1
9,3,RC,CE,2,1
9,4,NonRC,CE,2,1
9,1,RC,NonCE,2,1
9,3,RC,CE,1,1
9,3,RC,CE,2,1
9,3,RC,CE,5,1
9,3,RC,CE,8,1
9,1,RC,NonCE,6,1
9,3,RC,CE,8,1
9,3,RC,CE,7,1
9,2,NonRC,NonCE,0,1
9,2,NonRC,NonCE,7,1
9,2,NonRC,NonCE,2,1
9,2,NonRC,NonCE,1,1
9,2,NonRC,NonCE,6,1
9,2,NonRC,NonCE,1,1
9,2,NonRC,NonCE,3,1
9,2,NonRC,NonCE,1,1
9,4,NonRC,CE,3,1
9,1,RC,NonCE,0,1
9,4,NonRC,CE,1,1
9,1,RC,NonCE,1,1
9,3,RC,CE,1,1
9,3,RC,CE,5,1
9,4,NonRC,CE,1,1
9,4,NonRC,CE,1,1
9,3,RC,CE,2,1
9,4,NonRC,CE,0,1
9,1,RC,NonCE,3,1
9,2,NonRC,NonCE,8,1
9,4,NonRC,CE,3,1
9,4,NonRC,CE,2,1
9,1,RC,NonCE,4,1
9,4,NonRC,CE,2,1
9,4,NonRC,CE,7,1
9,4,NonRC,CE,1,1
9,2,NonRC,NonCE,1,1
9,2,NonRC,NonCE,6,1
9,4,NonRC,CE,5,1
9,1,RC,NonCE,5,1
9,2,NonRC,NonCE,2,1
9,3,RC,CE,2,1
9,3,RC,CE,4,1
9,2,NonRC,NonCE,5,1
9,3,RC,CE,3,1
9,2,NonRC,NonCE,1,1
9,2,NonRC,NonCE,0,1
9,3,RC,CE,8,1
9,2,NonRC,NonCE,4,1
9,4,NonRC,CE,3,0
9,1,RC,NonCE,5,1
9,4,NonRC,CE,0,1
9,1,RC,NonCE,6,1
9,4,NonRC,CE,8,1
9,4,NonRC,CE,7,1
9,1,RC,NonCE,0,1
9,4,NonRC,CE,6,1
9,3,RC,CE,1,1
9,1,RC,NonCE,7,1
9,2,NonRC,NonCE,0,1
9,1,RC,NonCE,0,1
9,2,NonRC,NonCE,5,1
9,2,NonRC,NonCE,8,1
9,1,RC,NonCE,6,1
9,1,RC,NonCE,0,1
10,3,RC,CE,5,1
10,1,RC,NonCE,0,1
10,1,RC,NonCE,2,1
10,3,RC,CE,6,1
10,4,NonRC,CE,0,1
10,4,NonRC,CE,8,1
10,2,NonRC,NonCE,1,1
10,4,NonRC,CE,0,1
10,3,RC,CE,1,1
10,2,NonRC,NonCE,2,1
10,4,NonRC,CE,5,0
10,4,NonRC,CE,1,1
10,2,NonRC,NonCE,8,1
10,2,NonRC,NonCE,0,1
10,1,RC,NonCE,1,1
10,3,RC,CE,4,1
10,1,RC,NonCE,3,1
10,3,RC,CE,5,1
10,1,RC,NonCE,4,1
10,1,RC,NonCE,1,0
10,4,NonRC,CE,2,1
10,4,NonRC,CE,2,1
10,4,NonRC,CE,0,1
10,4,NonRC,CE,8,1
10,4,NonRC,CE,4,1
10,2,NonRC,NonCE,2,1
10,2,NonRC,NonCE,0,1
10,3,RC,CE,0,1
10,1,RC,NonCE,1,1
10,3,RC,CE,0,1
10,2,NonRC,NonCE,7,1
10,3,RC,CE,0,1
10,4,NonRC,CE,6,1
10,1,RC,NonCE,2,1
10,1,RC,NonCE,4,1
10,1,RC,NonCE,5,1
10,4,NonRC,CE,6,1
10,1,RC,NonCE,1,1
10,2,NonRC,NonCE,4,1
10,1,RC,NonCE,2,1
10,3,RC,CE,0,1
10,1,RC,NonCE,8,1
10,1,RC,NonCE,5,1
10,4,NonRC,CE,5,0
10,2,NonRC,NonCE,2,1
10,3,RC,CE,4,1
10,4,NonRC,CE,0,1
10,1,RC,NonCE,0,1
10,1,RC,NonCE,8,1
10,2,NonRC,NonCE,1,1
10,2,NonRC,NonCE,3,1
10,4,NonRC,CE,1,1
10,3,RC,CE,1,1
10,2,NonRC,NonCE,5,1
10,4,NonRC,CE,4,1
10,2,NonRC,NonCE,6,0
10,3,RC,CE,1,1
10,3,RC,CE,3,1
10,4,NonRC,CE,1,1
10,4,NonRC,CE,2,1
10,1,RC,NonCE,7,1
10,1,RC,NonCE,1,1
10,3,RC,CE,6,1
10,2,NonRC,NonCE,0,1
10,2,NonRC,NonCE,4,1
10,1,RC,NonCE,7,1
10,4,NonRC,CE,4,0
10,1,RC,NonCE,8,1
10,3,RC,CE,8,1
10,3,RC,CE,1,1
10,2,NonRC,NonCE,2,1
10,2,NonRC,NonCE,5,1
10,2,NonRC,NonCE,0,1
10,2,NonRC,NonCE,8,1
10,3,RC,CE,3,1
10,3,RC,CE,2,0
10,3,RC,CE,6,1
10,3,RC,CE,0,1
10,3,RC,CE,0,1
10,1,RC,NonCE,1,1
10,1,RC,NonCE,2,1
10,3,RC,CE,7,1
10,2,NonRC,NonCE,3,1
10,4,NonRC,CE,0,1
10,3,RC,CE,0,0
10,2,NonRC,NonCE,7,1
10,1,RC,NonCE,0,1
10,1,RC,NonCE,2,1
10,1,RC,NonCE,8,1
10,1,RC,NonCE,3,1
10,3,RC,CE,7,1
10,4,NonRC,CE,5,1
10,4,NonRC,CE,8,1
10,3,RC,CE,2,1
10,4,NonRC,CE,7,1
10,3,RC,CE,2,1
10,4,NonRC,CE,2,1
10,1,RC,NonCE,2,1
10,3,RC,CE,1,1
10,3,RC,CE,2,1
10,3,RC,CE,5,1
10,3,RC,CE,8,1
10,1,RC,NonCE,6,1
10,3,RC,CE,8,1
10,3,RC,CE,7,1
10,2,NonRC,NonCE,0,1
10,2,NonRC,NonCE,7,1
10,2,NonRC,NonCE,2,1
10,2,NonRC,NonCE,1,1
10,2,NonRC,NonCE,6,1
10,2,NonRC,NonCE,1,1
10,2,NonRC,NonCE,3,1
10,2,NonRC,NonCE,1,1
10,4,NonRC,CE,3,1
10,1,RC,NonCE,0,1
10,4,NonRC,CE,1,1
10,1,RC,NonCE,1,1
10,3,RC,CE,1,1
10,3,RC,CE,5,1
10,4,NonRC,CE,1,1
10,4,NonRC,CE,1,1
10,3,RC,CE,2,1
10,4,NonRC,CE,0,1
10,1,RC,NonCE,3,1
10,2,NonRC,NonCE,8,1
10,4,NonRC,CE,3,1
10,4,NonRC,CE,2,1
10,1,RC,NonCE,4,1
10,4,NonRC,CE,2,1
10,4,NonRC,CE,7,1
10,4,NonRC,CE,1,1
10,2,NonRC,NonCE,1,1
10,2,NonRC,NonCE,6,1
10,4,NonRC,CE,5,1
10,1,RC,NonCE,5,1
10,2,NonRC,NonCE,2,1
10,3,RC,CE,2,1
10,3,RC,CE,4,1
10,2,NonRC,NonCE,5,1
10,3,RC,CE,3,1
10,2,NonRC,NonCE,1,0
10,2,NonRC,NonCE,0,1
10,3,RC,CE,8,1
10,2,NonRC,NonCE,4,1
10,4,NonRC,CE,3,1
10,1,RC,NonCE,5,1
10,4,NonRC,CE,0,1
10,1,RC,NonCE,6,1
10,4,NonRC,CE,8,1
10,4,NonRC,CE,7,1
10,1,RC,NonCE,0,1
10,4,NonRC,CE,6,1
10,3,RC,CE,1,1
10,1,RC,NonCE,7,1
10,2,NonRC,NonCE,0,1
10,1,RC,NonCE,0,1
10,2,NonRC,NonCE,5,1
10,2,NonRC,NonCE,8,1
10,1,RC,NonCE,6,1
10,1,RC,NonCE,0,1
11,3,RC,CE,5,1
11,1,RC,NonCE,0,0
11,1,RC,NonCE,2,1
11,3,RC,CE,6,1
11,4,NonRC,CE,0,1
11,4,NonRC,CE,8,1
11,2,NonRC,NonCE,1,1
11,4,NonRC,CE,0,1
11,3,RC,CE,1,1
11,2,NonRC,NonCE,2,1
11,4,NonRC,CE,5,1
11,4,NonRC,CE,1,1
11,2,NonRC,NonCE,8,1
11,2,NonRC,NonCE,0,1
11,1,RC,NonCE,1,1
11,3,RC,CE,4,1
11,1,RC,NonCE,3,1
11,3,RC,CE,5,1
11,1,RC,NonCE,4,1
11,1,RC,NonCE,1,1
11,4,NonRC,CE,2,1
11,4,NonRC,CE,2,1
11,4,NonRC,CE,0,1
11,4,NonRC,CE,8,1
11,4,NonRC,CE,4,0
11,2,NonRC,NonCE,2,1
11,2,NonRC,NonCE,0,1
11,3,RC,CE,0,1
11,1,RC,NonCE,1,1
11,3,RC,CE,0,1
11,2,NonRC,NonCE,7,1
11,3,RC,CE,0,1
11,4,NonRC,CE,6,1
11,1,RC,NonCE,2,1
11,1,RC,NonCE,4,1
11,1,RC,NonCE,5,1
11,4,NonRC,CE,6,1
11,1,RC,NonCE,1,1
11,2,NonRC,NonCE,4,1
11,1,RC,NonCE,2,1
11,3,RC,CE,0,1
11,1,RC,NonCE,8,1
11,1,RC,NonCE,5,1
11,4,NonRC,CE,5,1
11,2,NonRC,NonCE,2,1
11,3,RC,CE,4,1
11,4,NonRC,CE,0,1
11,1,RC,NonCE,0,1
11,1,RC,NonCE,8,1
