Subject,Condition,RC,CE,probeACC,probeRT
8,3,RC,CE,1,2453.756711
8,4,NonRC,CE,1,1819.818809
8,2,NonRC,NonCE,0,1069.033803
8,3,RC,CE,1,2020.226183
8,1,RC,NonCE,1,2386.953634
8,2,NonRC,NonCE,0,2186.745062
8,3,RC,CE,1,2737.525244
8,4,NonRC,CE,1,1819.823756
8,4,NonRC,CE,1,1269.207747
8,3,RC,CE,1,1185.794337
8,1,RC,NonCE,0,2870.885291
8,2,NonRC,NonCE,1,952.3845742
8,1,RC,NonCE,1,885.4899807
8,1,RC,NonCE,1,1519.460656
8,1,RC,NonCE,1,985.6553297
8,2,NonRC,NonCE,1,1902.917784
8,3,RC,CE,0,2937.707227
8,1,RC,NonCE,1,3071.083969
8,1,RC,NonCE,1,3070.026886
8,1,RC,NonCE,1,2620.632382
8,3,RC,CE,0,0
8,1,RC,NonCE,1,2036.695222
8,3,RC,CE,0,2237.104143
8,2,NonRC,NonCE,0,1034.642892
8,4,NonRC,CE,0,2687.429894
8,4,NonRC,CE,1,1652.97591
8,2,NonRC,NonCE,1,1352.63538
8,2,NonRC,NonCE,1,668.6228424
8,1,RC,NonCE,1,651.944798
8,4,NonRC,CE,1,1369.317135
8,3,RC,CE,1,1202.619859
8,4,NonRC,CE,0,1034.607646
8,3,RC,CE,1,2370.39988
8,1,RC,NonCE,1,902.2193489
8,2,NonRC,NonCE,1,752.0347072
8,4,NonRC,CE,1,2254.1161
8,2,NonRC,NonCE,1,1269.235883
8,1,RC,NonCE,1,2202.813715
8,1,RC,NonCE,0,735.4166434
8,2,NonRC,NonCE,1,1569.602693
8,2,NonRC,NonCE,1,902.3927983
8,3,RC,CE,1,1418.504736
8,4,NonRC,CE,1,2787.459204
8,3,RC,CE,0,0
8,4,NonRC,CE,1,1803.222697
8,1,RC,NonCE,1,2020.024907
8,2,NonRC,NonCE,1,1335.881587
8,3,RC,CE,0,2820.73367
8,2,NonRC,NonCE,1,802.2153915
8,3,RC,CE,1,1686.320869
8,1,RC,NonCE,1,1586.140061
8,3,RC,CE,1,2404.089882
8,3,RC,CE,0,1919.959733
8,2,NonRC,NonCE,1,935.4758821
8,2,NonRC,NonCE,1,1002.320389
8,1,RC,NonCE,1,1686.360443
8,1,RC,NonCE,1,918.8170069
8,3,RC,CE,0,1401.653242
8,2,NonRC,NonCE,1,1503.277916
8,3,RC,CE,1,1218.163835
8,2,NonRC,NonCE,1,1319.207562
8,3,RC,CE,1,1902.164624
8,4,NonRC,CE,0,1786.408304
8,4,NonRC,CE,1,885.5403769
8,3,RC,CE,0,1319.280837
8,4,NonRC,CE,0,2270.265758
8,1,RC,NonCE,1,1119.029908
8,1,RC,NonCE,1,685.3614859
8,3,RC,CE,1,2686.165042
8,2,NonRC,NonCE,1,1486.197011
8,3,RC,CE,0,1352.542627
8,2,NonRC,NonCE,1,1402.823485
8,1,RC,NonCE,1,2036.511261
8,2,NonRC,NonCE,1,1953.185966
8,4,NonRC,CE,1,968.9142127
8,4,NonRC,CE,0,1786.602469
8,3,RC,CE,0,1818.731426
8,4,NonRC,CE,1,1868.809772
8,2,NonRC,NonCE,1,1986.669746
8,2,NonRC,NonCE,1,935.5680175
8,1,RC,NonCE,1,1585.221799
8,3,RC,CE,0,751.4500496
8,1,RC,NonCE,1,1651.995812
8,1,RC,NonCE,1,1819.782944
8,2,NonRC,NonCE,1,1452.790835
8,2,NonRC,NonCE,1,1119.212942
8,4,NonRC,CE,0,0
8,2,NonRC,NonCE,1,1335.941568
8,2,NonRC,NonCE,1,1536.174874
8,4,NonRC,CE,1,1185.833602
8,3,RC,CE,0,1185.778878
8,4,NonRC,CE,1,885.6560099
8,1,RC,NonCE,0,718.5963767
8,3,RC,CE,1,1586.189838
8,4,NonRC,CE,1,1252.605761
8,4,NonRC,CE,1,1569.616606
8,4,NonRC,CE,1,735.3062666
8,2,NonRC,NonCE,1,1386.006619
8,1,RC,NonCE,1,1719.809595
8,1,RC,NonCE,1,667.9049287
8,3,RC,CE,1,1452.751879
8,4,NonRC,CE,1,1369.324555
8,3,RC,CE,1,752.0000792
8,3,RC,CE,1,1068.317126
8,4,NonRC,CE,1,1436.063013
8,4,NonRC,CE,1,1552.76573
8,4,NonRC,CE,1,1986.598326
8,3,RC,CE,1,918.9487171
8,3,RC,CE,0,935.6063557
8,1,RC,NonCE,1,1735.325436
8,1,RC,NonCE,1,752.0229584
8,1,RC,NonCE,1,1052.436764
8,2,NonRC,NonCE,1,1436.436811
8,3,RC,CE,0,2437.202647
8,3,RC,CE,1,1786.418198
8,2,NonRC,NonCE,1,1402.619117
8,2,NonRC,NonCE,1,685.2606935
8,4,NonRC,CE,1,1102.479863
8,4,NonRC,CE,1,618.585308
8,1,RC,NonCE,1,919.5707853
8,4,NonRC,CE,1,1369.370004
8,4,NonRC,CE,1,935.5423556
8,1,RC,NonCE,1,1236.04675
8,4,NonRC,CE,1,1119.130082
8,4,NonRC,CE,1,618.7157816
8,2,NonRC,NonCE,1,2086.768931
8,2,NonRC,NonCE,1,1702.007994
8,2,NonRC,NonCE,1,1886.553866
8,3,RC,CE,0,2754.019946
8,3,RC,CE,1,635.3205506
8,1,RC,NonCE,1,1953.299126
8,1,RC,NonCE,1,1436.029003
8,4,NonRC,CE,0,1569.760065
8,4,NonRC,CE,1,1636.385672
8,1,RC,NonCE,1,1703.027667
8,2,NonRC,NonCE,1,1436.020037
8,4,NonRC,CE,1,1285.72842
8,3,RC,CE,0,1152.985185
8,2,NonRC,NonCE,1,752.0798473
8,1,RC,NonCE,1,1603.028965
8,3,RC,CE,0,1536.335956
8,4,NonRC,CE,1,2687.373932
8,1,RC,NonCE,1,1201.502177
8,1,RC,NonCE,1,1368.593965
8,2,NonRC,NonCE,1,818.8442764
8,2,NonRC,NonCE,1,1786.4553
8,1,RC,NonCE,1,1435.972733
8,2,NonRC,NonCE,1,1569.527253
9,1,RC,NonCE,1,1352.662279
9,4,NonRC,CE,0,1152.450615
9,2,NonRC,NonCE,1,1302.678542
9,4,NonRC,CE,1,2304.171258
9,3,RC,CE,1,935.5760561
9,3,RC,CE,0,1502.75293
9,3,RC,CE,1,1553.010291
9,3,RC,CE,0,1586.277027
9,1,RC,NonCE,1,1335.986708
9,3,RC,CE,0,1152.44103
9,3,RC,CE,1,1453.434855
9,4,NonRC,CE,1,1369.300748
9,1,RC,NonCE,0,1496.861215
9,3,RC,CE,1,1235.887523
9,4,NonRC,CE,0,985.5635035
9,4,NonRC,CE,1,1152.389707
9,3,RC,CE,0,1269.250414
9,1,RC,NonCE,1,1552.886001
9,1,RC,NonCE,1,1203.313966
9,1,RC,NonCE,1,1402.621282
9,3,RC,CE,0,1518.474065
9,4,NonRC,CE,1,1602.97826
9,1,RC,NonCE,0,1319.260741
9,3,RC,CE,1,969.0335558
9,4,NonRC,CE,1,1869.900865
9,3,RC,CE,0,868.8765548
9,2,NonRC,NonCE,1,802.2577489
9,4,NonRC,CE,1,852.2489064
9,2,NonRC,NonCE,1,1785.41182
9,4,NonRC,CE,0,852.3088872
9,2,NonRC,NonCE,1,718.7556038
9,2,NonRC,NonCE,1,1069.135214
9,3,RC,CE,1,1853.175825
9,1,RC,NonCE,0,1452.865038
9,3,RC,CE,1,1118.235936
9,3,RC,CE,0,1586.305781
9,2,NonRC,NonCE,1,1085.706901
9,2,NonRC,NonCE,1,1436.127013
9,1,RC,NonCE,1,1451.717675
9,4,NonRC,CE,1,1152.588509
9,3,RC,CE,0,1519.456946
9,3,RC,CE,0,1369.190681
9,3,RC,CE,1,1769.983168
9,2,NonRC,NonCE,1,1236.003156
9,1,RC,NonCE,1,1753.112815
9,2,NonRC,NonCE,1,1136.492648
9,2,NonRC,NonCE,1,802.2169373
9,4,NonRC,CE,1,1134.685497
9,1,RC,NonCE,1,1102.43194
9,2,NonRC,NonCE,1,1085.728853
9,2,NonRC,NonCE,1,1219.208551
9,3,RC,CE,0,1386.01002
9,4,NonRC,CE,1,1486.119717
9,2,NonRC,NonCE,1,867.7805151
9,4,NonRC,CE,1,1619.603744
9,2,NonRC,NonCE,1,1228.820927
9,1,RC,NonCE,1,1151.670247
9,1,RC,NonCE,1,1486.09189
9,3,RC,CE,1,1552.888474
9,1,RC,NonCE,0,1486.221127
9,1,RC,NonCE,1,1402.794731
9,3,RC,CE,0,1552.868687
9,1,RC,NonCE,1,1352.470897
9,2,NonRC,NonCE,0,1402.603659
9,4,NonRC,CE,0,1035.639067
9,1,RC,NonCE,0,1269.399129
9,4,NonRC,CE,0,1302.825402
9,4,NonRC,CE,1,1169.144118
9,3,RC,CE,0,1519.509506
9,1,RC,NonCE,1,1602.890144
9,1,RC,NonCE,0,1536.16158
9,2,NonRC,NonCE,1,952.3344872
9,3,RC,CE,0,1586.187365
9,1,RC,NonCE,1,1586.36638
9,1,RC,NonCE,1,1069.060083
9,2,NonRC,NonCE,1,684.3263546
9,3,RC,CE,1,1486.114461
9,2,NonRC,NonCE,1,1452.966449
9,3,RC,CE,1,1619.526449
9,2,NonRC,NonCE,0,969.1371309
9,4,NonRC,CE,1,1352.715148
9,2,NonRC,NonCE,0,685.3073796
9,2,NonRC,NonCE,0,1384.96314
9,4,NonRC,CE,0,1618.640033
9,2,NonRC,NonCE,1,1052.441092
9,2,NonRC,NonCE,1,1436.148037
9,1,RC,NonCE,0,868.8255402
9,2,NonRC,NonCE,1,1052.369053
9,4,NonRC,CE,0,1586.196331
9,2,NonRC,NonCE,1,735.4413777
9,2,NonRC,NonCE,1,1002.497548
9,4,NonRC,CE,0,1368.589637
9,3,RC,CE,0,1219.16774
9,1,RC,NonCE,0,1803.080474
9,2,NonRC,NonCE,1,1334.964562
9,1,RC,NonCE,0,1286.015338
9,3,RC,CE,1,1736.672529
9,3,RC,CE,1,1469.432397
9,2,NonRC,NonCE,1,718.7355072
9,4,NonRC,CE,1,1185.796192
9,3,RC,CE,1,1035.726255
9,1,RC,NonCE,1,1636.292919
9,2,NonRC,NonCE,1,1169.116292
9,3,RC,CE,1,1285.917946
9,2,NonRC,NonCE,1,852.1731575
9,3,RC,CE,1,1602.989699
9,1,RC,NonCE,1,1385.552744
9,1,RC,NonCE,1,969.0032562
9,3,RC,CE,1,1002.377896
9,1,RC,NonCE,1,1486.129301
9,4,NonRC,CE,0,1737.0185
9,1,RC,NonCE,0,1369.2284
9,3,RC,CE,0,1302.711315
9,4,NonRC,CE,1,1669.653645
9,4,NonRC,CE,0,1569.742132
9,3,RC,CE,1,1852.209332
9,3,RC,CE,1,1235.848257
9,1,RC,NonCE,1,1035.771396
9,4,NonRC,CE,1,1535.114081
9,3,RC,CE,1,1552.802522
9,2,NonRC,NonCE,1,1102.446472
9,4,NonRC,CE,1,1953.283048
9,2,NonRC,NonCE,1,1335.903229
9,1,RC,NonCE,1,1753.037375
9,1,RC,NonCE,0,852.0460849
9,1,RC,NonCE,1,1369.345579
9,1,RC,NonCE,1,1152.601803
9,2,NonRC,NonCE,0,1636.290136
9,2,NonRC,NonCE,0,1536.176111
9,4,NonRC,CE,1,1736.335833
9,1,RC,NonCE,0,1703.051473
9,4,NonRC,CE,1,1152.443504
9,2,NonRC,NonCE,1,1185.804539
9,4,NonRC,CE,1,985.7307695
9,3,RC,CE,0,1452.724053
9,2,NonRC,NonCE,1,902.1491653
9,4,NonRC,CE,0,1986.713649
9,2,NonRC,NonCE,1,902.2802572
9,2,NonRC,NonCE,1,1085.725142
9,4,NonRC,CE,1,1668.405799
9,1,RC,NonCE,1,1369.378971
9,4,NonRC,CE,0,1386.063508
9,4,NonRC,CE,1,1419.41465
9,1,RC,NonCE,1,2353.81428
9,2,NonRC,NonCE,1,1368.334873
9,1,RC,NonCE,1,934.5755528
9,4,NonRC,CE,1,2486.130847
9,1,RC,NonCE,1,1502.853104
9,1,RC,NonCE,1,1336.033703
9,2,NonRC,NonCE,1,1319.071523
9,4,NonRC,CE,1,1018.942163
9,3,RC,CE,1,1953.213483
9,4,NonRC,CE,0,1669.761549
9,3,RC,CE,1,1319.263523
9,3,RC,CE,1,835.3937024
9,4,NonRC,CE,1,1152.526364
9,4,NonRC,CE,1,1285.866932
9,3,RC,CE,1,1603.037313
9,4,NonRC,CE,1,1002.841355
9,4,NonRC,CE,0,2003.357066
10,1,RC,NonCE,1,1451.79497
10,1,RC,NonCE,1,2787.404788
10,3,RC,CE,0,2503.703965
10,2,NonRC,NonCE,1,1253.676448
10,3,RC,CE,0,2970.904398
10,3,RC,CE,1,3004.272854
10,3,RC,CE,1,2403.687022
10,1,RC,NonCE,1,3654.929922
10,2,NonRC,NonCE,1,1519.556192
10,3,RC,CE,1,2370.759764
10,3,RC,CE,0,2587.369356
10,1,RC,NonCE,0,2320.267737
10,4,NonRC,CE,1,2086.671849
10,3,RC,CE,1,3054.517848
10,1,RC,NonCE,1,1970.383122
10,1,RC,NonCE,0,1787.034701
10,1,RC,NonCE,1,1919.085065
10,4,NonRC,CE,1,2252.572679
10,3,RC,CE,1,3655.110482
10,2,NonRC,NonCE,1,1903.179968
10,3,RC,CE,1,3270.719324
10,2,NonRC,NonCE,0,1235.825996
10,3,RC,CE,0,1569.632683
10,4,NonRC,CE,1,1319.431717
10,1,RC,NonCE,0,1852.204385
10,2,NonRC,NonCE,1,1018.955766
10,4,NonRC,CE,0,1101.432674
10,3,RC,CE,0,1753.138785
10,1,RC,NonCE,1,1135.822966
10,4,NonRC,CE,0,2888.280322
10,4,NonRC,CE,0,1202.579048
10,3,RC,CE,0,1185.786298
10,2,NonRC,NonCE,1,1619.464613
10,4,NonRC,CE,1,2887.58405
10,4,NonRC,CE,1,1819.804277
10,3,RC,CE,1,2136.75947
10,2,NonRC,NonCE,1,1869.820478
10,4,NonRC,CE,0,2053.265054
10,3,RC,CE,1,1601.69764
10,1,RC,NonCE,0,2920.61581
10,3,RC,CE,0,2487.158867
10,1,RC,NonCE,1,2386.022078
10,2,NonRC,NonCE,1,1219.293266
10,3,RC,CE,0,2620.803359
10,4,NonRC,CE,1,1719.817943
10,2,NonRC,NonCE,1,2854.177256
10,1,RC,NonCE,1,2936.779381
10,1,RC,NonCE,0,2620.626817
10,3,RC,CE,0,2003.186399
10,3,RC,CE,0,2804.236495
10,4,NonRC,CE,1,1936.578105
10,2,NonRC,NonCE,1,2838.167966
10,4,NonRC,CE,0,2220.14691
10,1,RC,NonCE,1,1586.32495
10,2,NonRC,NonCE,0,0
10,1,RC,NonCE,1,1602.962183
10,4,NonRC,CE,1,2119.223454
10,4,NonRC,CE,1,1768.956385
10,1,RC,NonCE,0,2420.372796
10,2,NonRC,NonCE,1,1803.240011
10,2,NonRC,NonCE,1,935.6045006
10,2,NonRC,NonCE,0,785.8471442
10,1,RC,NonCE,1,1636.376706
10,2,NonRC,NonCE,1,1337.230535
10,3,RC,CE,1,1753.244525
10,1,RC,NonCE,0,2386.903856
10,2,NonRC,NonCE,1,2186.929951
10,3,RC,CE,0,1786.537541
10,2,NonRC,NonCE,1,3004.34211
10,4,NonRC,CE,0,1268.056056
10,2,NonRC,NonCE,1,1936.715999
10,4,NonRC,CE,1,1635.541923
10,2,NonRC,NonCE,1,1751.626591
10,4,NonRC,CE,1,2320.174674
10,2,NonRC,NonCE,1,2570.457882
10,1,RC,NonCE,0,1853.268888
10,1,RC,NonCE,0,3238.474424
10,3,RC,CE,1,2653.897882
10,3,RC,CE,0,1235.824141
10,3,RC,CE,0,1185.914916
10,3,RC,CE,1,1736.401069
10,1,RC,NonCE,1,2168.982418
10,2,NonRC,NonCE,1,2937.576754
10,4,NonRC,CE,0,0
10,4,NonRC,CE,1,1169.226978
10,3,RC,CE,0,1668.598726
10,3,RC,CE,1,1202.528033
10,1,RC,NonCE,0,2086.775423
10,4,NonRC,CE,0,1753.338206
10,1,RC,NonCE,1,2304.308533
10,1,RC,NonCE,1,2153.718867
10,4,NonRC,CE,1,1602.848405
10,3,RC,CE,0,1468.434676
10,4,NonRC,CE,0,0
10,2,NonRC,NonCE,1,2487.18422
10,4,NonRC,CE,1,1536.197135
10,3,RC,CE,1,2185.784134
10,1,RC,NonCE,1,1052.395334
10,3,RC,CE,0,1903.199446
10,1,RC,NonCE,1,1970.170716
10,4,NonRC,CE,1,2353.808406
10,2,NonRC,NonCE,1,1970.25574
10,2,NonRC,NonCE,1,985.6185375
10,2,NonRC,NonCE,1,935.6097567
10,2,NonRC,NonCE,1,1903.175949
10,2,NonRC,NonCE,1,2170.632506
10,4,NonRC,CE,1,1969.919663
10,1,RC,NonCE,1,1619.569116
10,2,NonRC,NonCE,1,1519.471168
10,2,NonRC,NonCE,1,1486.163002
10,4,NonRC,CE,1,1903.650848
10,4,NonRC,CE,1,1186.441757
10,4,NonRC,CE,1,1853.301043
10,2,NonRC,NonCE,1,2203.426508
10,4,NonRC,CE,1,2603.881062
10,1,RC,NonCE,1,1269.230008
10,3,RC,CE,0,2053.312668
10,4,NonRC,CE,1,1652.889031
10,3,RC,CE,1,2236.932857
10,4,NonRC,CE,1,1352.65053
10,4,NonRC,CE,1,1569.536838
10,2,NonRC,NonCE,1,2136.748958
10,1,RC,NonCE,1,1903.260973
10,2,NonRC,NonCE,1,2119.845831
10,2,NonRC,NonCE,0,1885.506058
10,1,RC,NonCE,1,1586.223848
10,3,RC,CE,1,1936.498646
10,2,NonRC,NonCE,0,1169.225123
10,1,RC,NonCE,1,1486.06561
10,1,RC,NonCE,1,951.2888438
10,1,RC,NonCE,1,2052.348957
10,4,NonRC,CE,1,2186.848946
10,4,NonRC,CE,1,1336.018244
10,4,NonRC,CE,1,2069.999369
10,1,RC,NonCE,1,1936.657564
10,3,RC,CE,1,1201.445597
10,2,NonRC,NonCE,1,1636.309924
10,3,RC,CE,1,2153.43906
10,2,NonRC,NonCE,1,1486.549785
10,3,RC,CE,1,1302.55116
10,2,NonRC,NonCE,1,2153.537997
10,4,NonRC,CE,0,2203.592846
10,3,RC,CE,1,1686.341274
10,3,RC,CE,1,2452.784033
10,3,RC,CE,0,1135.784938
10,3,RC,CE,1,2286.829406
10,1,RC,NonCE,0,2103.319284
10,4,NonRC,CE,1,1619.766681
10,2,NonRC,NonCE,0,2570.634114
10,2,NonRC,NonCE,1,1119.064227
10,3,RC,CE,1,1152.442885
10,2,NonRC,NonCE,1,1969.972842
10,4,NonRC,CE,1,2503.839076
10,1,RC,NonCE,0,0
10,1,RC,NonCE,1,1719.623778
10,1,RC,NonCE,0,1786.407067
10,4,NonRC,CE,1,1286.079647
10,1,RC,NonCE,1,1585.328775
10,4,NonRC,CE,1,1986.668819
10,1,RC,NonCE,1,1368.58098
11,1,RC,NonCE,0,2103.468618
11,2,NonRC,NonCE,1,1269.322144
11,4,NonRC,CE,1,1319.261977
11,3,RC,CE,0,1552.958039
11,2,NonRC,NonCE,0,1436.025912
11,1,RC,NonCE,1,1186.022511
11,3,RC,CE,1,2203.403319
11,3,RC,CE,1,1636.769054
11,4,NonRC,CE,1,1035.836941
11,3,RC,CE,1,1052.36658
11,3,RC,CE,1,1302.571875
11,1,RC,NonCE,1,1119.246642
11,2,NonRC,NonCE,1,2036.589483
11,3,RC,CE,0,1602.878395
11,2,NonRC,NonCE,1,1452.823608
11,3,RC,CE,1,1469.477228
11,3,RC,CE,0,1369.4507
11,1,RC,NonCE,0,1152.375175
11,3,RC,CE,0,1318.276315
11,1,RC,NonCE,1,1536.104072
11,1,RC,NonCE,1,1185.841023
11,3,RC,CE,1,1786.562894
11,1,RC,NonCE,0,3019.882376
11,3,RC,CE,1,1819.823446
11,1,RC,NonCE,0,1436.152675
11,4,NonRC,CE,1,1470.65118
11,4,NonRC,CE,0,2587.223424
11,3,RC,CE,0,2286.866817
11,3,RC,CE,1,1419.42207
11,3,RC,CE,0,1501.84147
11,4,NonRC,CE,1,2320.218268
11,2,NonRC,NonCE,1,1869.83872
11,2,NonRC,NonCE,1,1136.007237
11,4,NonRC,CE,1,2870.348865
11,3,RC,CE,1,1119.075975
11,1,RC,NonCE,1,1136.08144
11,2,NonRC,NonCE,1,1085.76379
11,4,NonRC,CE,1,1753.165066
11,2,NonRC,NonCE,1,1018.976172
11,3,RC,CE,0,2003.531752
11,2,NonRC,NonCE,1,1436.098878
11,1,RC,NonCE,1,868.8712986
11,4,NonRC,CE,0,1219.210715
11,2,NonRC,NonCE,1,1535.124284
11,4,NonRC,CE,1,1352.648366
11,1,RC,NonCE,1,1052.341227
11,4,NonRC,CE,1,2887.553442
11,2,NonRC,NonCE,1,1484.682962
11,3,RC,CE,1,1419.182766
11,2,NonRC,NonCE,1,1235.780238
11,3,RC,CE,0,1552.895276
11,2,NonRC,NonCE,0,2287.056034
11,1,RC,NonCE,0,2820.823022
11,4,NonRC,CE,1,2436.097332
11,2,NonRC,NonCE,1,1202.525251
11,3,RC,CE,0,1302.717189
11,2,NonRC,NonCE,1,902.2743828
11,4,NonRC,CE,1,1586.216428
11,1,RC,NonCE,1,952.3029509
11,4,NonRC,CE,1,2520.578338
11,2,NonRC,NonCE,1,1852.163264
11,1,RC,NonCE,1,1886.004764
11,1,RC,NonCE,1,1436.226878
11,4,NonRC,CE,1,1935.553177
11,2,NonRC,NonCE,1,1302.872706
11,1,RC,NonCE,1,1318.369377
11,1,RC,NonCE,1,1385.870271
11,3,RC,CE,1,1552.883218
11,2,NonRC,NonCE,1,1352.659805
11,4,NonRC,CE,1,1602.752559
11,2,NonRC,NonCE,1,1235.953687
11,1,RC,NonCE,0,2437.098145
11,3,RC,CE,1,1202.580594
11,4,NonRC,CE,1,2252.535577
11,1,RC,NonCE,1,2170.098863
11,3,RC,CE,0,1419.539558
11,4,NonRC,CE,0,1686.441139
11,3,RC,CE,0,2069.993186
11,1,RC,NonCE,1,1135.765459
11,3,RC,CE,1,1302.64546
11,1,RC,NonCE,1,1452.744459
11,2,NonRC,NonCE,0,2387.225403
11,4,NonRC,CE,1,1218.845266
11,1,RC,NonCE,1,818.7394647
11,4,NonRC,CE,1,2103.234878
11,4,NonRC,CE,1,1953.355396
11,3,RC,CE,0,2069.871678
11,3,RC,CE,0,1586.287539
11,1,RC,NonCE,1,1518.676269
11,2,NonRC,NonCE,1,1102.387419
11,2,NonRC,NonCE,1,1684.657485
11,2,NonRC,NonCE,1,1452.80784
11,1,RC,NonCE,1,1851.921177
11,3,RC,CE,0,1636.270967
11,1,RC,NonCE,0,1903.064026
11,1,RC,NonCE,1,1269.241757
11,2,NonRC,NonCE,1,1002.388099
11,4,NonRC,CE,0,1753.051906
11,4,NonRC,CE,1,1185.812887
11,4,NonRC,CE,1,1169.130824
11,3,RC,CE,1,2637.07947
11,1,RC,NonCE,1,1986.320374
11,4,NonRC,CE,1,2337.024622
11,2,NonRC,NonCE,1,1334.949103
11,4,NonRC,CE,1,1536.168072
11,2,NonRC,NonCE,1,1384.477419
11,4,NonRC,CE,0,2487.060858
11,1,RC,NonCE,1,1235.578653
11,1,RC,NonCE,1,1051.126772
11,2,NonRC,NonCE,1,1085.781104
11,2,NonRC,NonCE,1,2086.820254
11,4,NonRC,CE,1,1285.818391
11,3,RC,CE,0,2269.971419
11,3,RC,CE,0,2303.680591
11,3,RC,CE,0,1402.937572
11,1,RC,NonCE,1,1002.303075
11,2,NonRC,NonCE,1,1135.302309
11,1,RC,NonCE,0,0
11,3,RC,CE,0,2070.283814
11,1,RC,NonCE,1,1336.142534
11,2,NonRC,NonCE,1,2420.398767
11,2,NonRC,NonCE,1,2403.686094
11,1,RC,NonCE,1,1819.772432
11,4,NonRC,CE,1,2703.167415
11,2,NonRC,NonCE,1,1820.820858
11,4,NonRC,CE,1,1269.305139
11,4,NonRC,CE,0,2170.326728
11,3,RC,CE,1,1002.304311
11,4,NonRC,CE,1,1786.404903
11,2,NonRC,NonCE,1,2186.60655
11,4,NonRC,CE,1,1235.907311
11,1,RC,NonCE,1,1068.090189
11,4,NonRC,CE,1,2788.28533
11,3,RC,CE,1,1653.047949
11,3,RC,CE,0,1886.022387
11,1,RC,NonCE,1,1218.422618
11,2,NonRC,NonCE,1,1502.859288
11,4,NonRC,CE,0,2203.52359
11,1,RC,NonCE,1,2387.156765
11,2,NonRC,NonCE,1,1685.704056
11,4,NonRC,CE,0,2068.87303
11,4,NonRC,CE,1,1102.107303
11,4,NonRC,CE,1,752.1234415
11,2,NonRC,NonCE,1,1536.758604
11,4,NonRC,CE,1,2268.762529
11,2,NonRC,NonCE,1,1369.524285
11,1,RC,NonCE,1,1452.773831
11,1,RC,NonCE,1,1152.473803
11,1,RC,NonCE,1,2337.156023
11,4,NonRC,CE,1,1469.525769
11,3,RC,CE,1,1235.871137
11,3,RC,CE,1,2086.853955
11,3,RC,CE,1,2587.495502
11,3,RC,CE,0,1152.515233
11,2,NonRC,NonCE,1,1636.341151
11,1,RC,NonCE,1,1085.828717
11,2,NonRC,NonCE,1,1586.208389
11,3,RC,CE,1,1768.737795
11,4,NonRC,CE,1,919.1298961
11,2,NonRC,NonCE,1,1502.529084
13,2,NonRC,NonCE,1,1268.192094
13,4,NonRC,CE,0,1285.937115
13,4,NonRC,CE,1,1135.771025
13,3,RC,CE,0,1369.380207
13,2,NonRC,NonCE,1,1019.07882
13,4,NonRC,CE,1,1219.213498
13,1,RC,NonCE,0,1302.619798
13,2,NonRC,NonCE,0,1302.700803
13,3,RC,CE,0,1986.59678
13,4,NonRC,CE,1,902.6645668
13,2,NonRC,NonCE,1,1034.655568
13,3,RC,CE,1,885.3734202
13,1,RC,NonCE,1,3453.765986
13,3,RC,CE,1,1068.032063
