Subject,Condition,RC,CE,probeACC,probeRT
13,1,RC,NonCE,1,2503.83753
13,3,RC,CE,1,1502.780756
13,2,NonRC,NonCE,1,1335.901684
13,4,NonRC,CE,1,2253.511965
13,4,NonRC,CE,1,1802.889093
13,1,RC,NonCE,0,935.5575055
13,4,NonRC,CE,0,2002.316988
13,1,RC,NonCE,1,1185.819998
13,3,RC,CE,0,1853.265487
13,2,NonRC,NonCE,1,1903.218616
13,2,NonRC,NonCE,1,918.943461
13,1,RC,NonCE,1,3271.191131
13,3,RC,CE,1,1986.629244
13,3,RC,CE,1,1035.582178
13,3,RC,CE,1,2053.510542
13,3,RC,CE,1,1935.505873
13,3,RC,CE,1,1069.048953
13,1,RC,NonCE,1,1552.817981
13,1,RC,NonCE,1,1019.04481
13,3,RC,CE,1,918.708485
13,2,NonRC,NonCE,1,1486.126209
13,1,RC,NonCE,1,1018.936288
13,1,RC,NonCE,0,1451.763743
13,4,NonRC,CE,1,935.6338728
13,2,NonRC,NonCE,1,1102.499341
13,2,NonRC,NonCE,1,1336.082862
13,3,RC,CE,1,1169.125877
13,4,NonRC,CE,0,1818.742557
13,4,NonRC,CE,0,1819.869514
13,3,RC,CE,1,1786.479106
13,4,NonRC,CE,1,2387.003721
13,4,NonRC,CE,1,1269.393873
13,2,NonRC,NonCE,1,1219.120126
13,3,RC,CE,1,1152.429591
13,2,NonRC,NonCE,1,1102.31167
13,4,NonRC,CE,1,1435.022626
13,2,NonRC,NonCE,1,1569.619388
13,1,RC,NonCE,1,1201.498158
13,2,NonRC,NonCE,1,1052.234251
13,4,NonRC,CE,1,1603.029893
13,3,RC,CE,0,1152.457726
13,1,RC,NonCE,1,851.1228764
13,1,RC,NonCE,1,1069.009687
13,2,NonRC,NonCE,0,1569.495098
13,1,RC,NonCE,1,1469.452493
13,2,NonRC,NonCE,1,1652.927678
13,1,RC,NonCE,1,852.453583
13,2,NonRC,NonCE,1,1035.608767
13,1,RC,NonCE,1,1319.255794
13,3,RC,CE,1,2470.38034
13,3,RC,CE,1,1903.184606
13,3,RC,CE,0,1319.288567
13,1,RC,NonCE,1,2069.422132
13,3,RC,CE,1,1235.935446
13,3,RC,CE,1,968.9166861
13,1,RC,NonCE,1,768.7198628
13,3,RC,CE,1,1319.186538
13,2,NonRC,NonCE,1,1302.656899
13,2,NonRC,NonCE,0,1252.65863
13,4,NonRC,CE,0,1970.014272
13,4,NonRC,CE,1,1219.266986
13,4,NonRC,CE,1,1302.659063
13,1,RC,NonCE,1,1336.006804
13,1,RC,NonCE,1,918.9836544
13,1,RC,NonCE,1,1969.900494
13,3,RC,CE,1,1336.03865
13,2,NonRC,NonCE,1,835.4954224
13,3,RC,CE,1,984.604121
13,2,NonRC,NonCE,1,967.9019606
13,1,RC,NonCE,0,601.8151282
13,4,NonRC,CE,1,1085.91436
13,2,NonRC,NonCE,1,1369.323937
13,1,RC,NonCE,1,985.593803
13,3,RC,CE,1,1035.81128
13,2,NonRC,NonCE,1,1586.298051
13,4,NonRC,CE,1,1101.364345
13,3,RC,CE,1,1452.831956
13,2,NonRC,NonCE,1,1085.829954
13,2,NonRC,NonCE,1,1402.86306
13,1,RC,NonCE,1,1018.958858
13,2,NonRC,NonCE,1,1335.073393
13,4,NonRC,CE,0,1269.374086
13,1,RC,NonCE,1,1536.170546
13,2,NonRC,NonCE,1,918.8547266
13,3,RC,CE,0,1002.303384
13,1,RC,NonCE,0,1369.398449
13,2,NonRC,NonCE,1,818.8495325
13,3,RC,CE,0,1302.638658
13,3,RC,CE,1,1019.07882
13,4,NonRC,CE,1,835.4864562
13,1,RC,NonCE,1,1069.106151
13,2,NonRC,NonCE,1,852.2427228
13,3,RC,CE,1,935.5098918
13,4,NonRC,CE,1,751.0372957
13,2,NonRC,NonCE,1,1234.380894
13,4,NonRC,CE,1,1019.055322
13,3,RC,CE,1,1286.051203
13,3,RC,CE,0,1286.02956
13,1,RC,NonCE,1,1736.488876
13,1,RC,NonCE,1,1102.39824
13,4,NonRC,CE,1,1169.155249
13,1,RC,NonCE,1,1136.014348
13,4,NonRC,CE,0,1369.312497
13,2,NonRC,NonCE,1,1052.367817
13,3,RC,CE,1,1953.349522
13,1,RC,NonCE,1,1752.979868
13,4,NonRC,CE,1,885.5821162
13,1,RC,NonCE,0,1218.278231
13,4,NonRC,CE,1,1152.533475
13,2,NonRC,NonCE,1,1902.261706
13,3,RC,CE,0,1636.110812
13,2,NonRC,NonCE,1,868.883975
13,1,RC,NonCE,1,1436.130105
13,2,NonRC,NonCE,1,802.1356233
13,1,RC,NonCE,0,1068.974132
13,4,NonRC,CE,0,985.7307693
13,3,RC,CE,1,1869.822643
13,4,NonRC,CE,1,2086.719462
13,4,NonRC,CE,1,1235.851349
13,4,NonRC,CE,1,1235.882267
13,2,NonRC,NonCE,1,1236.185572
13,2,NonRC,NonCE,1,1619.508517
13,1,RC,NonCE,1,818.9583635
13,1,RC,NonCE,1,1119.348053
13,2,NonRC,NonCE,1,1019.075419
13,4,NonRC,CE,1,1653.195118
13,4,NonRC,CE,0,1269.215168
13,4,NonRC,CE,1,1418.361277
13,3,RC,CE,0,1636.215315
13,4,NonRC,CE,1,1369.396285
13,3,RC,CE,1,1519.86568
13,1,RC,NonCE,1,1219.233595
13,2,NonRC,NonCE,1,1636.398967
13,3,RC,CE,1,1185.885544
13,4,NonRC,CE,1,1369.272304
13,4,NonRC,CE,1,1669.643752
13,4,NonRC,CE,1,1352.664443
13,2,NonRC,NonCE,1,1185.781042
13,1,RC,NonCE,1,885.7085704
13,3,RC,CE,1,1818.746576
13,4,NonRC,CE,1,2253.625433
13,1,RC,NonCE,1,1502.981104
13,2,NonRC,NonCE,1,2120.68587
13,3,RC,CE,0,1818.371542
13,4,NonRC,CE,1,1801.505207
13,1,RC,NonCE,1,885.5069856
16,2,NonRC,NonCE,1,3286.964827
16,3,RC,CE,0,1251.314011
16,3,RC,CE,1,2086.761201
16,1,RC,NonCE,0,985.6036968
16,4,NonRC,CE,0,2103.387304
16,4,NonRC,CE,0,2820.839409
16,2,NonRC,NonCE,1,1052.312474
16,2,NonRC,NonCE,0,868.8861392
16,4,NonRC,CE,0,2236.716123
16,1,RC,NonCE,1,2470.558118
16,3,RC,CE,0,2337.04781
16,3,RC,CE,0,3070.319988
16,3,RC,CE,1,2053.277112
16,4,NonRC,CE,1,1970.035296
16,4,NonRC,CE,0,3521.579769
16,3,RC,CE,0,1519.629158
16,2,NonRC,NonCE,1,1753.515984
16,2,NonRC,NonCE,1,2819.854673
16,2,NonRC,NonCE,1,1469.424358
16,1,RC,NonCE,1,2253.591424
16,1,RC,NonCE,1,2352.456675
16,3,RC,CE,1,1519.247322
16,3,RC,CE,0,2353.726473
16,1,RC,NonCE,1,3037.696653
16,1,RC,NonCE,1,2854.102435
16,4,NonRC,CE,0,1585.224272
16,2,NonRC,NonCE,1,2870.81016
16,3,RC,CE,0,1768.648752
16,1,RC,NonCE,1,2003.465897
16,4,NonRC,CE,0,1920.015385
16,1,RC,NonCE,1,1586.411211
16,3,RC,CE,1,1202.439917
16,3,RC,CE,1,1936.5914
16,3,RC,CE,0,1535.248574
16,1,RC,NonCE,1,1586.427597
16,2,NonRC,NonCE,1,1286.04471
16,1,RC,NonCE,1,1035.780053
16,1,RC,NonCE,1,1452.75899
16,1,RC,NonCE,1,2570.578771
16,4,NonRC,CE,1,1619.568807
16,2,NonRC,NonCE,1,1919.94953
16,2,NonRC,NonCE,1,3004.075598
16,4,NonRC,CE,1,1669.609742
16,4,NonRC,CE,1,2353.684425
16,3,RC,CE,1,1919.887075
16,1,RC,NonCE,1,1018.6908
16,2,NonRC,NonCE,1,2053.402021
16,4,NonRC,CE,0,0
16,2,NonRC,NonCE,1,1085.731635
16,4,NonRC,CE,1,2019.054704
16,1,RC,NonCE,0,3471.530486
16,2,NonRC,NonCE,1,2320.260316
16,1,RC,NonCE,1,2987.610887
16,3,RC,CE,0,3671.57643
16,3,RC,CE,1,1319.344219
16,3,RC,CE,1,2236.990056
16,3,RC,CE,0,3570.007099
16,1,RC,NonCE,0,3219.975624
16,1,RC,NonCE,0,0
16,1,RC,NonCE,1,902.6052044
16,2,NonRC,NonCE,1,1751.733567
16,3,RC,CE,1,2135.42258
16,1,RC,NonCE,0,2469.872668
16,3,RC,CE,1,1768.826839
16,4,NonRC,CE,1,2068.945996
16,3,RC,CE,1,2887.89663
16,4,NonRC,CE,0,1017.760789
16,4,NonRC,CE,1,1936.756193
16,2,NonRC,NonCE,1,1119.039183
16,1,RC,NonCE,0,3204.530586
16,3,RC,CE,1,2220.16175
16,2,NonRC,NonCE,1,2153.192645
16,3,RC,CE,1,3787.42674
16,3,RC,CE,1,2669.682399
16,1,RC,NonCE,1,2403.661669
16,4,NonRC,CE,0,1586.273317
16,2,NonRC,NonCE,0,1252.567732
16,2,NonRC,NonCE,1,1486.188354
16,3,RC,CE,1,2519.429119
16,2,NonRC,NonCE,1,2053.313905
16,4,NonRC,CE,1,1118.842545
16,2,NonRC,NonCE,1,1402.738461
16,4,NonRC,CE,1,1836.480467
16,1,RC,NonCE,1,2236.915853
16,3,RC,CE,0,2469.457749
16,4,NonRC,CE,1,2203.473194
16,4,NonRC,CE,1,1686.268926
16,1,RC,NonCE,0,2253.636564
16,3,RC,CE,1,1752.892061
16,3,RC,CE,1,2537.239068
16,4,NonRC,CE,1,1385.91572
16,1,RC,NonCE,0,2452.785889
16,4,NonRC,CE,0,1052.415739
16,1,RC,NonCE,1,2287.562779
16,3,RC,CE,1,1919.872235
16,4,NonRC,CE,1,2402.42588
16,2,NonRC,NonCE,1,1319.346383
16,2,NonRC,NonCE,1,2135.82173
16,1,RC,NonCE,0,2020.037275
16,1,RC,NonCE,1,2036.69986
16,2,NonRC,NonCE,1,2370.346083
16,3,RC,CE,1,2003.344699
16,3,RC,CE,1,1552.936706
16,3,RC,CE,1,1369.318062
16,2,NonRC,NonCE,1,1436.033023
16,4,NonRC,CE,1,1853.256521
16,2,NonRC,NonCE,1,1753.010167
16,1,RC,NonCE,0,1769.756231
16,4,NonRC,CE,1,1002.503113
16,2,NonRC,NonCE,1,1302.659063
16,2,NonRC,NonCE,1,1619.656613
16,2,NonRC,NonCE,1,1952.328304
16,3,RC,CE,0,1935.371998
16,1,RC,NonCE,1,1969.901731
16,1,RC,NonCE,0,2170.183887
16,1,RC,NonCE,1,1335.932292
16,1,RC,NonCE,1,1268.359978
16,2,NonRC,NonCE,1,1619.743493
16,4,NonRC,CE,1,1135.715372
16,1,RC,NonCE,0,1635.292106
16,3,RC,CE,1,1670.228409
16,4,NonRC,CE,1,1919.962206
16,1,RC,NonCE,1,2286.032652
16,3,RC,CE,1,2170.229027
16,2,NonRC,NonCE,1,1886.485228
16,1,RC,NonCE,1,1703.000459
16,2,NonRC,NonCE,1,1502.877529
16,2,NonRC,NonCE,1,1102.502742
16,4,NonRC,CE,0,1736.376644
16,3,RC,CE,1,817.7627681
16,1,RC,NonCE,1,1002.238765
16,2,NonRC,NonCE,1,1352.615902
16,1,RC,NonCE,1,1269.330182
16,1,RC,NonCE,1,1085.71865
16,4,NonRC,CE,1,1219.164029
16,4,NonRC,CE,1,2053.337402
16,4,NonRC,CE,0,2353.770686
16,4,NonRC,CE,1,768.678742
16,4,NonRC,CE,1,1752.088504
16,3,RC,CE,1,2420.479153
16,2,NonRC,NonCE,0,1368.089385
16,4,NonRC,CE,0,1569.521069
16,3,RC,CE,0,2086.669375
16,4,NonRC,CE,1,1970.096822
16,1,RC,NonCE,0,1919.98323
16,4,NonRC,CE,1,1067.993725
16,2,NonRC,NonCE,1,1836.48665
16,2,NonRC,NonCE,1,2086.752544
16,4,NonRC,CE,0,2303.630813
16,4,NonRC,CE,1,1452.824227
16,2,NonRC,NonCE,1,1035.821482
16,4,NonRC,CE,1,1653.039292
16,1,RC,NonCE,1,2136.826871
16,3,RC,CE,1,1401.681687
16,4,NonRC,CE,1,885.9274691
16,2,NonRC,NonCE,1,1419.361471
16,2,NonRC,NonCE,1,1202.73271
16,3,RC,CE,0,1986.629244
16,3,RC,CE,1,902.1905953
16,2,NonRC,NonCE,1,1803.154368
17,3,RC,CE,1,1436.102279
17,1,RC,NonCE,1,1152.617262
17,2,NonRC,NonCE,1,1235.294518
17,4,NonRC,CE,1,2053.433248
17,3,RC,CE,1,1636.363102
17,3,RC,CE,0,2487.156085
17,4,NonRC,CE,1,2537.090972
17,3,RC,CE,0,1686.671478
17,1,RC,NonCE,1,1185.784752
17,1,RC,NonCE,0,1486.289147
17,1,RC,NonCE,0,3036.665541
17,1,RC,NonCE,0,2286.953078
17,3,RC,CE,1,2287.124363
17,4,NonRC,CE,1,1152.450924
17,2,NonRC,NonCE,1,1903.244896
17,1,RC,NonCE,1,2170.128235
17,4,NonRC,CE,1,918.9038861
17,2,NonRC,NonCE,1,2453.747126
17,1,RC,NonCE,1,1319.288567
17,2,NonRC,NonCE,1,1202.503299
17,3,RC,CE,1,3254.638304
17,3,RC,CE,1,1185.633563
17,1,RC,NonCE,1,985.6104988
17,3,RC,CE,1,1019.084076
17,3,RC,CE,1,1319.288567
17,3,RC,CE,0,2904.080916
17,2,NonRC,NonCE,0,1052.418831
17,4,NonRC,CE,0,1569.507775
17,2,NonRC,NonCE,1,1068.927755
17,4,NonRC,CE,1,1419.414032
17,2,NonRC,NonCE,1,868.7980233
17,1,RC,NonCE,0,3755.092488
17,1,RC,NonCE,1,2453.752691
17,1,RC,NonCE,0,1653.010229
17,2,NonRC,NonCE,1,1351.634568
17,3,RC,CE,1,1486.298422
17,2,NonRC,NonCE,1,2036.76788
17,4,NonRC,CE,1,2069.958248
17,3,RC,CE,1,1402.792567
17,1,RC,NonCE,0,1285.896304
17,4,NonRC,CE,1,2220.213692
17,3,RC,CE,1,1369.328265
17,2,NonRC,NonCE,1,802.1418069
17,1,RC,NonCE,1,2887.590234
17,3,RC,CE,0,1802.097594
17,2,NonRC,NonCE,1,1018.977409
17,3,RC,CE,1,1602.849641
17,2,NonRC,NonCE,1,2869.822643
17,3,RC,CE,1,1669.737433
17,4,NonRC,CE,1,1452.941715
17,3,RC,CE,0,1703.031068
17,1,RC,NonCE,0,1319.486132
17,2,NonRC,NonCE,1,985.6216292
17,3,RC,CE,0,1169.260679
17,4,NonRC,CE,1,1169.20008
17,2,NonRC,NonCE,1,984.6133963
17,1,RC,NonCE,1,2837.488081
17,3,RC,CE,1,1485.856296
17,4,NonRC,CE,1,3554.900302
17,1,RC,NonCE,0,1202.625734
17,2,NonRC,NonCE,1,1252.619056
17,4,NonRC,CE,1,1852.644037
17,3,RC,CE,1,1069.095639
17,3,RC,CE,1,1402.65591
17,2,NonRC,NonCE,1,1202.575956
17,2,NonRC,NonCE,1,801.3744245
17,3,RC,CE,1,1102.394221
17,1,RC,NonCE,0,0
17,4,NonRC,CE,0,935.5544136
17,2,NonRC,NonCE,1,802.0676039
17,3,RC,CE,0,1102.507998
17,4,NonRC,CE,1,1402.940045
17,4,NonRC,CE,1,1852.10452
17,1,RC,NonCE,0,1436.148037
17,1,RC,NonCE,1,801.8026375
17,4,NonRC,CE,1,1935.65737
17,2,NonRC,NonCE,1,1552.864049
17,1,RC,NonCE,0,2020.00883
17,3,RC,CE,1,1152.459272
17,4,NonRC,CE,1,1202.472381
17,2,NonRC,NonCE,1,1285.929695
17,1,RC,NonCE,0,1518.423051
17,4,NonRC,CE,1,1119.160381
17,1,RC,NonCE,0,2937.654667
17,2,NonRC,NonCE,1,1269.32709
17,2,NonRC,NonCE,1,1002.321316
17,2,NonRC,NonCE,1,2337.026477
17,3,RC,CE,1,2003.407771
17,1,RC,NonCE,1,2537.21217
17,4,NonRC,CE,0,1753.048505
17,1,RC,NonCE,1,2086.776351
17,1,RC,NonCE,1,2003.304815
17,1,RC,NonCE,1,1068.987117
17,2,NonRC,NonCE,1,2053.4249
17,3,RC,CE,1,1601.872326
17,4,NonRC,CE,1,2103.444811
17,3,RC,CE,1,1302.657208
17,2,NonRC,NonCE,1,1085.750804
17,4,NonRC,CE,1,1502.802399
17,4,NonRC,CE,1,1886.512745
17,4,NonRC,CE,1,2136.781112
17,4,NonRC,CE,1,1119.140284
17,2,NonRC,NonCE,1,1202.631917
17,4,NonRC,CE,1,1536.120459
17,4,NonRC,CE,1,952.2101972
17,2,NonRC,NonCE,1,1569.645359
17,1,RC,NonCE,1,1052.398735
17,4,NonRC,CE,1,1586.226012
17,4,NonRC,CE,1,1853.183555
17,2,NonRC,NonCE,1,1702.990565
17,2,NonRC,NonCE,1,1336.048544
17,4,NonRC,CE,1,1019.032752
17,4,NonRC,CE,1,1719.864011
17,3,RC,CE,1,1969.850407
17,1,RC,NonCE,1,1218.070772
17,4,NonRC,CE,1,2103.433371
17,1,RC,NonCE,1,1252.512389
17,1,RC,NonCE,1,2637.260031
17,2,NonRC,NonCE,1,1786.871145
17,1,RC,NonCE,1,1319.261359
17,1,RC,NonCE,1,1318.226846
17,3,RC,CE,1,968.9247248
17,3,RC,CE,1,1669.631075
17,4,NonRC,CE,1,1102.51511
17,2,NonRC,NonCE,1,1469.583585
17,3,RC,CE,1,2003.309452
17,2,NonRC,NonCE,1,1169.249857
17,3,RC,CE,1,1769.720675
17,4,NonRC,CE,1,1202.432497
17,1,RC,NonCE,1,1252.564949
17,2,NonRC,NonCE,1,1503.029336
17,1,RC,NonCE,1,2286.938856
17,3,RC,CE,1,1386.535006
17,1,RC,NonCE,1,1903.203466
17,2,NonRC,NonCE,1,1802.06544
17,4,NonRC,CE,1,2052.331952
17,4,NonRC,CE,1,1119.125753
17,2,NonRC,NonCE,1,985.6692427
17,1,RC,NonCE,1,1119.073811
17,3,RC,CE,1,2403.807911
17,2,NonRC,NonCE,1,1853.1514
17,4,NonRC,CE,1,1703.030449
17,3,RC,CE,1,868.896033
17,2,NonRC,NonCE,1,1085.727616
17,3,RC,CE,1,1586.242399
17,2,NonRC,NonCE,1,1119.136574
17,4,NonRC,CE,1,2003.292447
17,3,RC,CE,1,1953.897387
17,3,RC,CE,1,2420.440506
17,4,NonRC,CE,0,1152.538731
17,2,NonRC,NonCE,1,1035.691009
17,3,RC,CE,1,1018.968752
17,4,NonRC,CE,1,1035.619589
17,4,NonRC,CE,1,2070.007408
17,1,RC,NonCE,0,2387.001248
17,2,NonRC,NonCE,1,1052.452841
17,1,RC,NonCE,0,2520.542164
17,1,RC,NonCE,1,1903.208413
17,3,RC,CE,0,0
17,1,RC,NonCE,0,1769.759632
19,3,RC,CE,1,1936.666531
19,2,NonRC,NonCE,1,1752.03347
19,3,RC,CE,0,2920.748139
19,2,NonRC,NonCE,1,1836.530554
19,3,RC,CE,0,2352.667226
19,3,RC,CE,0,2904.167795
19,2,NonRC,NonCE,0,1636.255199
19,2,NonRC,NonCE,1,2220.238426
19,1,RC,NonCE,1,2937.604271
19,3,RC,CE,0,3571.439525
19,1,RC,NonCE,1,2903.188625
19,1,RC,NonCE,1,2737.388278
19,2,NonRC,NonCE,1,2103.333816
19,3,RC,CE,1,2603.877353
19,4,NonRC,CE,1,3271.275227
19,4,NonRC,CE,1,3687.527903
19,4,NonRC,CE,1,2170.13782
19,1,RC,NonCE,0,0
19,2,NonRC,NonCE,0,2287.002856
19,2,NonRC,NonCE,1,2220.282639
19,1,RC,NonCE,1,1986.62677
19,3,RC,CE,1,3387.975162
19,4,NonRC,CE,0,3054.288128
19,1,RC,NonCE,0,3204.545117
19,2,NonRC,NonCE,1,1769.860115
19,1,RC,NonCE,1,1202.541328
19,4,NonRC,CE,0,3638.331336
19,1,RC,NonCE,1,1302.596609
19,4,NonRC,CE,1,3187.754841
19,1,RC,NonCE,0,0
19,2,NonRC,NonCE,1,1135.689092
19,4,NonRC,CE,1,2870.884054
19,3,RC,CE,1,1536.212285
19,3,RC,CE,1,1986.699118
19,3,RC,CE,1,2503.857318
19,3,RC,CE,1,1235.894325
19,4,NonRC,CE,1,2769.792405
19,4,NonRC,CE,1,1069.06132
19,3,RC,CE,1,1369.525831
19,1,RC,NonCE,1,3037.710257
19,1,RC,NonCE,1,1886.586639
19,4,NonRC,CE,1,1603.300424
19,4,NonRC,CE,1,2035.612168
19,2,NonRC,NonCE,1,3137.860147
19,1,RC,NonCE,1,1436.029931
19,1,RC,NonCE,1,1686.313448
19,3,RC,CE,1,2904.229322
19,1,RC,NonCE,1,1352.738337
19,2,NonRC,NonCE,1,1502.932254
19,2,NonRC,NonCE,1,1452.734565
19,1,RC,NonCE,1,1801.917652
19,4,NonRC,CE,0,1552.963914
19,4,NonRC,CE,1,1035.732439
19,3,RC,CE,1,1669.687964
19,3,RC,CE,1,1569.688026
19,2,NonRC,NonCE,1,1703.029522
19,4,NonRC,CE,1,1252.709645
19,3,RC,CE,1,1352.763071
19,3,RC,CE,1,3604.931962
19,3,RC,CE,1,1552.78459
19,3,RC,CE,1,1436.081873
19,2,NonRC,NonCE,0,1619.489038
19,2,NonRC,NonCE,0,2170.233665
19,3,RC,CE,1,1319.452432
19,3,RC,CE,1,1069.125939
19,3,RC,CE,0,2170.224081
19,1,RC,NonCE,0,1869.807184
19,2,NonRC,NonCE,1,1886.592513
19,1,RC,NonCE,1,1519.59453
19,1,RC,NonCE,1,1202.448883
19,1,RC,NonCE,1,1636.262619
19,2,NonRC,NonCE,1,1835.351036
19,4,NonRC,CE,1,1864.640802
19,2,NonRC,NonCE,1,1452.795164
19,4,NonRC,CE,1,1285.978236
19,3,RC,CE,1,1903.346307
19,3,RC,CE,1,1285.994313
19,1,RC,NonCE,1,1019.09768
19,2,NonRC,NonCE,1,1719.744358
19,4,NonRC,CE,1,1202.624497
19,2,NonRC,NonCE,1,1335.976814
19,1,RC,NonCE,1,1668.626243
19,1,RC,NonCE,1,1502.623384
19,4,NonRC,CE,1,1435.945216
19,4,NonRC,CE,1,1319.308045
19,4,NonRC,CE,0,2453.837406
19,3,RC,CE,1,2387.22633
19,4,NonRC,CE,1,1787.039339
19,3,RC,CE,1,1669.695694
19,3,RC,CE,1,2070.088413
19,2,NonRC,NonCE,1,968.9222514
19,2,NonRC,NonCE,1,1501.787673
19,1,RC,NonCE,1,1185.779496
19,2,NonRC,NonCE,0,2520.293893
19,1,RC,NonCE,1,1769.827651
19,1,RC,NonCE,1,2203.452169
19,3,RC,CE,0,0
19,2,NonRC,NonCE,0,1486.275234
19,3,RC,CE,1,1118.836052
19,1,RC,NonCE,1,2420.35239
19,3,RC,CE,1,1202.481347
19,4,NonRC,CE,0,2019.06367
19,3,RC,CE,1,2103.374009
19,4,NonRC,CE,1,1202.493405
19,2,NonRC,NonCE,1,1735.432721
19,1,RC,NonCE,1,2036.678836
19,3,RC,CE,1,1185.83051
19,2,NonRC,NonCE,1,1069.068431
19,4,NonRC,CE,1,2370.554778
19,1,RC,NonCE,1,1336.055036
19,3,RC,CE,1,1152.454634
19,4,NonRC,CE,1,2620.492633
19,4,NonRC,CE,1,1753.007075
19,4,NonRC,CE,1,2620.572402
19,1,RC,NonCE,1,1518.47592
19,1,RC,NonCE,1,1102.38309
19,4,NonRC,CE,1,1169.197606
19,3,RC,CE,1,1369.185425
19,1,RC,NonCE,1,2036.784266
19,4,NonRC,CE,1,1702.850198
19,4,NonRC,CE,1,1352.621158
19,4,NonRC,CE,1,1269.224752
19,2,NonRC,NonCE,1,2202.557096
19,4,NonRC,CE,1,1669.751964
19,4,NonRC,CE,1,1352.608482
19,4,NonRC,CE,1,1653.596741
19,3,RC,CE,1,2120.031338
19,2,NonRC,NonCE,1,2136.783277
19,2,NonRC,NonCE,1,1069.17417
19,1,RC,NonCE,1,2353.795729
19,4,NonRC,CE,1,1352.776057
19,1,RC,NonCE,1,1652.974364
19,3,RC,CE,1,1135.591391
19,1,RC,NonCE,1,1452.798565
19,1,RC,NonCE,1,1486.271214
19,2,NonRC,NonCE,1,1636.254581
19,4,NonRC,CE,1,2220.214929
19,2,NonRC,NonCE,1,1235.851968
19,2,NonRC,NonCE,1,1819.85591
19,3,RC,CE,1,1469.338406
19,4,NonRC,CE,1,1769.836617
19,2,NonRC,NonCE,1,1402.711562
19,2,NonRC,NonCE,1,1619.56757
19,3,RC,CE,1,2369.268284
19,2,NonRC,NonCE,0,2920.976622
19,4,NonRC,CE,1,1369.374951
19,1,RC,NonCE,1,2019.951941
19,3,RC,CE,1,1135.727739
19,4,NonRC,CE,1,1185.897602
19,4,NonRC,CE,1,1753.060872
19,1,RC,NonCE,1,1619.610546
19,1,RC,NonCE,1,1636.441016
19,2,NonRC,NonCE,1,1369.453792
19,2,NonRC,NonCE,0,0
19,1,RC,NonCE,1,2153.54078
19,2,NonRC,NonCE,1,2954.248305
19,2,NonRC,NonCE,1,1134.477419
19,1,RC,NonCE,0,2186.925004
19,2,NonRC,NonCE,1,2153.381244
19,3,RC,CE,1,2603.944444
20,4,NonRC,CE,1,1553.41748
20,2,NonRC,NonCE,1,1702.952227
20,3,RC,CE,1,1302.637421
20,1,RC,NonCE,1,2170.203056
20,2,NonRC,NonCE,0,2152.484006
20,2,NonRC,NonCE,1,1786.554855
